nohup: ignoring input
Graph(num_nodes=20, num_edges=292,
      ndata_schemes={'_ID': Scheme(shape=(), dtype=torch.int64)}
      edata_schemes={'_ID': Scheme(shape=(), dtype=torch.int64)})
cuda:1
Namespace(print_freq=5, tb_freq=1, save_freq=1, batch_size=32, num_workers=12, num_copies=6, num_samples=2000, epochs=100, optimizer='adam', learning_rate=0.005, lr_decay_epochs=[120, 160, 200], lr_decay_rate=0.0, beta1=0.9, beta2=0.999, weight_decay=1e-05, momentum=0.9, clip_norm=1.0, resume='', aug='1st', exp='Pretrain', dataset='dgl', model='gin', num_layer=5, readout='avg', set2set_lstm_layer=3, set2set_iter=6, norm=True, nce_k=16384, nce_t=0.07, rw_hops=256, subgraph_size=128, restart_prob=0.8, hidden_size=64, positional_embedding_size=32, max_node_freq=16, max_edge_freq=16, max_degree=512, freq_embedding_size=16, degree_embedding_size=16, model_path='saved', tb_path='tensorboard', load_path=None, moco=True, finetune=False, alpha=0.999, gpu=3, seed=0, fold_idx=0, cv=False, cvrun=-1, positional_embedding_multi=1, model_name='Pretrain_moco_True_dgl_gin_layer_5_lr_0.005_decay_1e-05_bsz_32_hid_64_samples_2000_nce_t_0.07_nce_k_16384_rw_hops_256_restart_prob_0.8_aug_1st_ft_False_deg_16_pos_32_multi_1_momentum_0.999', model_folder='saved/Pretrain_moco_True_dgl_gin_layer_5_lr_0.005_decay_1e-05_bsz_32_hid_64_samples_2000_nce_t_0.07_nce_k_16384_rw_hops_256_restart_prob_0.8_aug_1st_ft_False_deg_16_pos_32_multi_1_momentum_0.999', tb_folder='tensorboard/Pretrain_moco_True_dgl_gin_layer_5_lr_0.005_decay_1e-05_bsz_32_hid_64_samples_2000_nce_t_0.07_nce_k_16384_rw_hops_256_restart_prob_0.8_aug_1st_ft_False_deg_16_pos_32_multi_1_momentum_0.999')
Pretrain_moco_True_dgl_gin_layer_5_lr_0.005_decay_1e-05_bsz_32_hid_64_samples_2000_nce_t_0.07_nce_k_16384_rw_hops_256_restart_prob_0.8_aug_1st_ft_False_deg_16_pos_32_multi_1_momentum_0.999
Use GPU: 3 for training
setting random seeds
before construct dataset 27.17791748046875
load graph done
before construct dataloader 27.17791748046875
before training 27.17791748046875
output 64
output 64
using queue shape: (16384,64)
==> training...
moco1
moco2
moco3
moco4
/home/shakir/.local/lib/python3.9/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.local/lib/python3.9/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.local/lib/python3.9/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.local/lib/python3.9/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.local/lib/python3.9/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.local/lib/python3.9/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.local/lib/python3.9/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.local/lib/python3.9/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.local/lib/python3.9/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.local/lib/python3.9/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.local/lib/python3.9/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.local/lib/python3.9/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
Train: [0][1/750]	BT 23.695 (23.695)	DT 22.678 (22.678)	loss 6.270 (6.270)	gnorm 35.535 (35.535)	prob 5.020 (5.0200)	GS 29.641 (29.641)	mem 62.644
Train: [0][5/750]	BT 0.094 (5.959)	DT 0.020 (5.696)	loss 7.285 (7.285)	gnorm 256732768.000 (256732768.000)	prob 5.190 (5.1903)	GS 33.719 (33.719)	mem 62.818
Train: [0][10/750]	BT 0.040 (3.005)	DT 0.004 (2.850)	loss 6.757 (6.757)	gnorm 135353040.000 (135353040.000)	prob 5.804 (5.8035)	GS 33.906 (33.906)	mem 62.021
Train: [0][15/750]	BT 0.066 (2.877)	DT 0.005 (2.752)	loss 7.216 (7.216)	gnorm 109081752.000 (109081752.000)	prob 5.399 (5.3990)	GS 31.203 (31.203)	mem 60.130
Train: [0][20/750]	BT 0.060 (2.199)	DT 0.006 (2.089)	loss 7.888 (7.888)	gnorm 73091032.000 (73091032.000)	prob 5.079 (5.0790)	GS 30.344 (30.344)	mem 60.345
Train: [0][25/750]	BT 15.256 (2.378)	DT 15.160 (2.279)	loss 7.835 (7.835)	gnorm 78293256.000 (78293256.000)	prob 5.598 (5.5984)	GS 49.141 (49.141)	mem 63.168
Train: [0][30/750]	BT 2.563 (2.073)	DT 2.521 (1.983)	loss 7.888 (7.888)	gnorm 61942780.000 (61942780.000)	prob 5.177 (5.1768)	GS 37.188 (37.188)	mem 63.765
Train: [0][35/750]	BT 0.060 (1.784)	DT 0.002 (1.701)	loss 7.975 (7.975)	gnorm 43151816.000 (43151816.000)	prob 5.288 (5.2878)	GS 27.969 (27.969)	mem 63.830
Train: [0][40/750]	BT 1.638 (1.822)	DT 1.474 (1.740)	loss 8.295 (8.295)	gnorm 44516376.000 (44516376.000)	prob 4.756 (4.7563)	GS 33.047 (33.047)	mem 64.769
Train: [0][45/750]	BT 0.050 (1.738)	DT 0.009 (1.657)	loss 8.082 (8.082)	gnorm 38115704.000 (38115704.000)	prob 5.590 (5.5903)	GS 32.859 (32.859)	mem 64.590
Train: [0][50/750]	BT 1.699 (1.736)	DT 1.639 (1.657)	loss 8.255 (8.255)	gnorm 35451328.000 (35451328.000)	prob 4.757 (4.7566)	GS 35.891 (35.891)	mem 64.615
Train: [0][55/750]	BT 0.060 (1.716)	DT 0.001 (1.638)	loss 8.343 (8.343)	gnorm 31192876.000 (31192876.000)	prob 4.944 (4.9436)	GS 27.297 (27.297)	mem 64.694
Train: [0][60/750]	BT 0.042 (1.577)	DT 0.001 (1.502)	loss 8.130 (8.130)	gnorm 29394750.000 (29394750.000)	prob 5.188 (5.1881)	GS 30.203 (30.203)	mem 64.710
Train: [0][65/750]	BT 0.071 (1.547)	DT 0.019 (1.473)	loss 8.384 (8.384)	gnorm 26478896.000 (26478896.000)	prob 4.962 (4.9615)	GS 30.203 (30.203)	mem 64.669
Train: [0][70/750]	BT 0.107 (1.533)	DT 0.005 (1.460)	loss 9.005 (9.005)	gnorm 25170366.000 (25170366.000)	prob 4.194 (4.1941)	GS 34.344 (34.344)	mem 64.738
Train: [0][75/750]	BT 0.072 (1.609)	DT 0.012 (1.537)	loss 9.044 (9.044)	gnorm 21830706.000 (21830706.000)	prob 4.066 (4.0662)	GS 32.859 (32.859)	mem 59.236
Train: [0][80/750]	BT 0.044 (1.577)	DT 0.001 (1.507)	loss 8.765 (8.765)	gnorm 21985734.000 (21985734.000)	prob 4.250 (4.2503)	GS 32.812 (32.812)	mem 60.408
Train: [0][85/750]	BT 3.723 (1.531)	DT 3.688 (1.462)	loss 9.153 (9.153)	gnorm 19264082.000 (19264082.000)	prob 4.600 (4.5996)	GS 32.547 (32.547)	mem 61.147
Train: [0][90/750]	BT 8.711 (1.580)	DT 8.679 (1.512)	loss 9.166 (9.166)	gnorm 19985326.000 (19985326.000)	prob 3.998 (3.9978)	GS 33.922 (33.922)	mem 63.267
Train: [0][95/750]	BT 0.092 (1.500)	DT 0.020 (1.433)	loss 8.969 (8.969)	gnorm 16585382.000 (16585382.000)	prob 4.630 (4.6305)	GS 31.734 (31.734)	mem 63.338
Train: [0][100/750]	BT 0.074 (1.496)	DT 0.010 (1.429)	loss 9.001 (9.001)	gnorm 15709207.000 (15709207.000)	prob 4.467 (4.4669)	GS 29.578 (29.578)	mem 63.302
Train: [0][105/750]	BT 0.075 (1.471)	DT 0.015 (1.405)	loss 9.070 (9.070)	gnorm 15459270.000 (15459270.000)	prob 4.735 (4.7350)	GS 32.422 (32.422)	mem 58.858
Train: [0][110/750]	BT 11.450 (1.511)	DT 11.412 (1.445)	loss 8.864 (8.864)	gnorm 14168264.000 (14168264.000)	prob 4.596 (4.5957)	GS 35.703 (35.703)	mem 61.030
